c_x,c_y,c_t,a1,b1,c1,a2,c2
4,9,3.6484631043833886,2,2,4,0.5160016015977347,1
1,2,4.562909291954421,3,2,6,1.1096347280803673,0
6,3,4.911263096729386,1,1,6,1.9229269636040014,3
9,7,2.384856565727066,3,1,4,2.6370543100202437,1
3,5,4.8863069438274955,3,1,4,0.8478096012086207,3
5,8,2.3715202152912416,1,2,7,2.589613649202457,0
8,8,1.2029874577015067,1,2,7,2.755593564040406,0
7,1,3.104992958845895,3,3,5,2.434785475026673,3
6,5,2.3596857029001694,3,3,6,2.2222477921685035,2
5,4,2.1153868703089764,3,1,2,1.5239633888608712,3
3,5,4.121152595081,1,1,2,1.50865483739747,1
9,2,2.9116609470682113,3,2,6,1.2682264271846333,0
3,2,2.1468377274226307,1,1,9,2.694990264861556,1
2,1,3.8219230313599435,1,2,8,0.6515466514970887,2
2,1,2.831147989506858,2,3,9,1.5215352495052215,1
1,8,3.521670507211005,2,2,7,1.584284033817109,3
6,7,2.7165879818807595,2,2,8,1.563545909580486,1
7,4,3.759049899754162,3,2,2,2.479841801429077,4
3,9,4.88163520307465,3,3,5,0.8483322415031215,4
2,8,4.786116396114067,2,2,8,0.9600144908275658,0
7,9,2.3434637300827377,1,1,3,1.8657385656839423,0
1,6,2.9664170555837397,2,2,4,1.7070270671845886,0
8,2,2.020628261905596,3,1,9,0.9821443712707796,1
4,5,2.768495835365677,2,3,3,1.9942861678461385,0
1,2,4.345061543257495,3,3,4,0.7246720605203842,3
6,4,3.7059200569503887,1,3,5,1.9189967234336915,4
6,8,1.293868753276206,1,2,7,2.3912597052172915,3
5,5,4.894465449893819,2,2,8,1.9993916313806475,4
2,6,4.336517198183777,3,2,2,2.9054865103611496,2
1,8,4.699308188362693,1,3,2,1.3715595104421112,4
2,4,2.8488783658077774,3,1,5,1.1162336478425992,3
1,6,3.123853107618328,2,1,8,1.0454609192189617,2
7,9,3.128986934199266,1,3,8,1.7627057195240234,2
1,2,2.6381398966814102,1,3,9,2.2120037549519083,2
4,7,4.562908605537109,2,1,9,1.7792397038205467,0
8,8,1.505900765170975,2,1,6,1.8770409833695838,1
8,8,2.6850509502086237,2,1,9,1.8449045417163399,2
1,1,2.4644861968317184,3,1,6,1.4038797865358483,1
9,9,3.7874501856060303,2,2,6,1.455868505371138,1
6,7,1.8373893100569916,2,2,1,0.9874668735616638,3
2,2,2.31970223533549,1,2,9,0.9736961394370707,0
6,4,4.234316353235982,2,2,6,1.4491796272466744,0
6,7,3.368387927838484,3,3,3,1.1069422935519948,0
1,8,3.342405133840649,3,2,2,2.6232156614478104,4
1,5,2.4285554417069286,3,3,1,2.6628976583503894,4
6,1,1.0170432713536819,2,1,3,2.3310579107606846,2
4,6,1.9177975556704583,3,1,6,2.0767182544220613,2
9,6,2.1083710833891076,1,3,4,2.0056184728289237,1
8,8,3.5113186255738706,3,1,4,2.1209594077602056,2
8,4,2.7139982962039104,1,2,5,2.4693488271389414,4
6,2,2.3747620933944735,1,3,5,1.9859286591237522,1
9,2,1.6839272281173097,3,3,9,0.8437117551373342,4
3,2,1.7026577034755412,3,2,7,1.3902978758197846,0
5,7,1.6852560775954348,2,3,8,2.99122562390468,1
8,2,4.178521899885177,2,3,8,0.9141681795473975,2
1,3,1.5802762188055204,2,3,1,2.3443422628580572,4
8,2,4.985081201643819,2,3,6,1.8008021875944413,3
2,9,4.494787490655213,2,1,1,1.287365163757011,0
9,5,1.4241511708087953,1,3,7,2.3493816136260275,4
6,3,2.8300339511800163,3,3,8,1.7133810749992917,0
1,6,3.8538821480217416,3,1,7,2.424163377388843,4
2,9,3.1615441507674813,2,1,9,1.0175905038951643,0
1,3,2.924729549774332,2,3,4,2.611231083153582,2
3,7,3.4962491995478038,1,1,1,0.7393668636232813,4
1,1,4.926012389260601,2,2,3,2.185942366143427,4
9,9,1.8853552616748912,1,3,5,2.3049980778770216,0
8,2,4.894345894982438,3,1,5,1.44589941886994,1
1,3,1.5892069995150826,1,3,4,1.0051680763719038,2
2,5,4.573706316736182,1,3,3,2.5508496202226216,0
7,8,2.8137613253480134,1,1,9,1.473301778757615,3
4,2,4.4013364172491105,3,1,8,1.7551290887765059,3
2,6,3.1199344998896583,1,3,9,1.0421816257711132,4
2,2,1.4185390741814148,2,1,5,1.7526707042755258,2
8,4,2.6899205667052746,2,1,5,1.3920427089247625,3
7,3,3.2889064982568548,1,2,9,2.3257777721571884,4
1,6,2.431027710469412,1,2,7,1.1902914745884337,2
7,2,4.152176001184182,1,1,7,2.8216531385189936,0
1,5,1.3512036258180138,3,1,3,2.807730786665671,3
2,6,4.37734035359321,1,3,4,0.939212504697404,0
9,4,2.228379481641827,1,1,4,2.270170940473604,2
9,5,2.9184696280335447,2,2,5,2.919586704692203,4
3,1,4.801130233043701,1,2,5,2.4537964163283705,3
6,9,1.3221588175663288,3,3,9,0.841561794283568,2
5,8,3.0369676588198513,2,2,8,1.7572361894057575,3
8,7,1.6462142820188568,1,3,2,2.7228184408254212,3
9,1,1.9586836669996766,2,1,8,1.7785232729528446,0
8,2,3.1663432675465897,3,3,8,0.8607367614789949,4
6,5,1.3270577328465833,3,3,9,2.3846869630829586,4
4,5,4.312306655804366,3,1,3,0.8425505407961882,1
6,6,1.745351185572225,3,1,9,1.3701805109493912,3
5,4,4.403446359192566,3,1,3,0.5256086163338118,4
7,2,2.5446316321757037,1,1,2,2.0253272763964314,2
6,5,1.479552583222445,2,2,1,2.226100844723979,1
1,8,2.5846304128597533,2,3,2,2.4914129216028753,1
6,6,4.3825153544497,2,3,1,1.8301792465766715,0
3,5,4.9325043250210925,3,2,9,0.5761409987622805,1
8,6,1.0782657725769633,3,3,7,2.3114390869871477,4
3,4,4.496836385687267,2,3,1,2.674384967877658,3
2,8,3.9864129857878905,3,2,1,1.816980896117763,3
9,3,1.3229369788004637,1,3,7,1.580207834851101,4
9,5,4.715038192538977,2,2,9,0.7640288561962095,0
3,2,2.605245696104048,2,1,3,0.5322909542113701,2
7,1,1.7412429007983814,2,1,5,1.0997726050411214,0
4,1,4.026052251493271,2,1,8,0.5044000410833894,2
6,7,4.779685784735506,3,1,5,2.725275000549114,0
4,5,1.683017112140202,1,2,1,0.5888591815402962,3
7,8,2.843220601996619,3,2,8,1.1610594401696726,2
4,7,2.5091913202186835,1,2,4,0.8914070777407364,4
3,6,1.250506837139921,2,2,8,2.104200029705126,2
8,4,1.3238205239062615,1,2,9,2.8515657815135134,1
4,8,2.63438755673093,3,1,1,2.068867306382697,3
6,7,3.9847942755324226,2,3,7,1.9074898748172933,4
6,8,1.7804824460234943,1,2,4,1.2854435691801929,3
1,7,3.476929184061692,3,1,9,2.3496761888517654,0
5,3,2.991457910504019,3,3,1,1.9287790509535794,2
1,2,2.60117621155027,1,1,1,2.6617625771668227,3
6,7,3.9713112827663615,3,2,5,0.8886605641847154,3
3,2,2.9912100017639793,2,3,3,2.6606862083995466,2
7,4,3.7109411463748474,2,3,3,2.284258148031087,0
5,9,4.823780773220752,2,3,6,2.7296548620618344,3
7,8,1.3631434482691303,2,3,3,2.904622207687485,2
8,5,2.6347771429072036,2,3,6,1.1214899231872217,3
2,8,2.1070767453923995,2,2,3,1.9544083441262248,4
5,2,2.364141928891852,2,2,1,2.7018434379461334,0
9,2,4.799014236451839,3,1,1,0.6943119789839182,4
8,1,1.292273686475128,3,2,8,0.7797114684309832,2
7,1,1.5083693599260517,3,2,1,1.3631999796993828,3
1,9,4.812590535581158,2,2,8,2.7368924676400472,4
3,7,4.109684772171329,1,3,4,1.6792270032526175,4
3,9,4.909321661517613,1,3,5,1.4436220224996488,1
9,3,1.9060397769136066,1,3,1,1.510533124823554,0
4,4,2.5275221808713044,3,2,4,1.7620896437173936,2
5,9,2.107444421530854,2,3,3,0.6989357603936273,1
4,1,2.911626862640698,2,3,3,1.3612570105202826,1
5,6,2.3968027924338133,3,2,6,0.6857140996106788,4
5,1,2.8332198271981186,1,3,3,2.830748492315749,1
8,9,2.20146760243747,1,3,5,1.0406792348362974,1
8,2,4.518247162039264,2,3,2,2.684463055740999,2
3,4,3.2903526107728647,1,1,6,2.4398409734427657,4
5,8,3.0762999940467965,1,3,4,1.2570319236960454,1
6,9,3.392308220290932,1,2,9,2.036228535068375,2
5,6,3.6492002546747915,3,1,6,2.605607699201932,2
3,7,1.4955245880357633,2,3,3,2.646947524746497,2
1,7,1.4970985596723216,1,3,7,2.036029725574587,0
8,5,1.1511642206916086,1,2,7,1.5617391361232893,2
5,7,2.830354470994264,3,3,3,2.179102794885409,0
4,9,2.5927848186928535,1,2,4,1.449719543921454,4
5,3,2.8736948123667383,1,2,9,0.78460769980372,1
1,5,4.016689794017462,1,3,8,0.5383169212419723,4
4,8,4.8399164516208675,2,2,3,1.7938201745484081,3
8,1,1.4031656378224673,3,3,9,1.1678434027372089,4
6,9,4.098220569187648,3,1,7,1.894345446027012,2
3,7,1.610580433406998,3,1,2,1.9634483466193247,4
6,5,4.824118847030174,2,2,6,0.7698077152704461,0
9,6,2.5920705930233705,3,1,2,0.5320563709112232,0
3,5,1.289726278837736,3,3,9,2.245060710528713,1
6,8,4.702329611520599,3,2,8,1.6610593590539309,1
5,2,1.0874018505198144,2,3,7,1.4730845998286044,3
9,4,3.675139173999434,1,2,4,1.9415566890592948,2
1,5,3.856559422426606,3,3,4,1.4821402381413549,2
7,9,3.5816674319740693,2,2,7,1.3613302279932689,2
8,2,2.4493257906629937,3,3,1,2.3154867630460116,0
5,2,1.473136264783236,1,2,4,1.5666369414686105,0
4,3,2.002185003607898,1,1,6,2.338658939510884,4
2,5,1.066658874264108,2,2,9,2.291092532134148,2
8,6,2.1500996862212385,3,2,2,2.1260708250256752,4
9,6,1.4139649963226422,2,2,8,2.5282899834479036,3
9,7,3.712057730843665,2,1,6,2.69635269774878,1
7,5,4.787949408848103,2,2,4,1.9662948716779212,0
7,4,1.7096897133846078,3,3,4,2.191400316211027,0
8,5,1.6408486469232146,3,1,4,2.4813185998702454,2
9,1,2.6788868802834074,2,3,9,2.6312525976651795,3
9,2,3.636427666186079,1,1,8,0.932331871006987,1
4,2,3.9530203967859903,2,1,1,2.175576247951003,3
4,9,1.0224690121191036,1,1,5,2.8587431644175183,4
3,1,3.430955740079313,2,2,1,2.8168785030025,4
4,2,1.7855264608990944,2,2,5,1.607537339025015,0
1,1,4.932663656933531,1,3,2,1.6424453819628047,3
9,8,3.9401006434379404,3,2,6,2.8477718013761457,1
2,6,2.860609688791017,3,3,3,0.9471555893019075,0
1,3,3.912210681347101,3,3,5,1.6521062871236691,2
8,5,3.6756765140576544,1,2,9,0.8462224348636755,1
5,1,4.228330334372676,1,3,9,0.6902110385693678,0
8,8,4.677560757776426,1,2,9,1.6639267008263734,2
7,9,2.3421729704134213,3,2,8,1.1509695588636508,3
3,7,1.6778613054356715,1,3,1,2.2753169890775506,3
5,8,2.458602131931607,2,3,8,2.2995245410887057,3
3,5,4.7206575247504805,1,3,1,2.733609685748704,1
6,2,2.159809659244703,3,1,7,1.1674396466042478,2
6,5,1.932599851290783,1,2,2,2.3062322602388345,0
3,3,3.985889593247619,2,3,7,0.7560141581499662,4
3,1,2.6065033245507867,3,3,5,1.7195471809021101,1
8,2,3.1698640014231323,1,1,5,1.595340402167804,1
1,8,2.0021134933725064,2,3,6,0.5054004690762863,3
3,7,3.4432909584317093,3,2,4,2.335717484915169,3
4,2,4.597622404822352,3,2,5,1.7513344347051125,4
7,8,4.17764868495164,3,2,1,1.234692458143151,4
1,1,4.07013973261112,1,2,7,1.8696804641283344,3
7,1,3.400291427489782,1,2,4,1.1081466557843496,2
6,9,2.9752089295401496,1,3,9,1.9701444331181703,4
8,7,2.4101573640311313,3,3,8,2.665651282256014,3
2,1,3.1556233474281736,3,3,8,1.5728511070580062,3
8,4,4.645009934628065,2,1,5,1.7448430014126342,1
2,8,2.7833779776800265,1,2,4,2.8644684081304046,2
5,9,4.154114202871153,3,3,6,2.332705117665161,4
9,6,4.573577188775719,2,1,9,0.5631691915926191,4
4,8,4.102174690115843,1,1,4,1.4284441623517146,3
2,7,3.1272332369150315,3,3,8,2.4203258196771182,1
7,5,4.761110258218569,2,3,7,1.5558508602673036,4
7,9,3.617613573214455,1,3,2,2.476205786370164,1
1,7,3.1370697698774834,2,2,5,0.8077583272094037,2
6,1,4.209329637953184,2,3,8,2.452382217720569,0
2,3,3.045414581304633,3,1,4,1.003626313231714,1
3,9,3.8532706136377803,1,2,2,2.2355288745043818,0
5,1,4.497318822414991,3,3,8,1.2490578337139993,2
1,6,2.930635928453976,1,1,7,1.8809369118097896,0
7,4,3.072876039406266,1,3,7,0.7909669954700125,3
8,4,2.9696968179756995,2,2,3,1.516271412675228,3
9,2,2.712736295988386,2,1,8,1.5399190890897712,0
9,7,4.217608329147202,2,3,1,0.8979118514390712,1
2,9,3.9693328039161297,2,3,4,2.1760556251983423,0
4,7,3.7793521069814573,2,1,5,0.6213279478572782,3
6,1,3.2699553842088274,3,1,6,1.956667606259834,3
2,3,1.5683837214166463,1,1,4,0.9812745172835418,1
4,2,4.7498564721322545,2,2,1,2.4029487898557336,0
7,1,1.5963276629043608,2,1,2,1.4461676537980122,0
6,4,1.312209991301171,2,2,7,1.2767170825114529,2
1,6,2.407166346469628,1,3,2,2.631707468372884,0
4,4,2.937610151520053,2,1,4,2.7077689883656864,0
7,8,3.194286945109065,3,1,2,1.6002475776625071,1
6,5,1.7538576361805438,3,3,3,1.0223286648576366,2
5,1,1.8784107556891962,1,3,9,2.5920343507292323,4
5,6,4.355314565236741,3,1,9,2.4504526389507606,3
5,9,3.0538356728786,1,3,1,1.258707039576706,0
3,3,1.963770180793949,1,3,6,2.9022550207862507,0
3,6,1.0844547603072838,2,1,4,1.5401094384759915,4
9,3,1.1252044920631032,3,1,1,0.585931603261406,2
8,1,2.166148883430123,2,3,2,1.5664356575447602,2
7,4,4.1492630927512835,3,2,4,1.101307188407442,3
6,2,2.4944337859676677,3,1,5,1.74188574620166,3
1,5,2.678880313130605,3,1,1,2.806402944279409,1
6,8,1.187272459719444,3,1,3,1.305140554124681,2
1,1,2.718803586212453,1,3,1,0.679034716287168,3
7,9,2.6461023462023525,2,2,3,0.942792513100958,0
7,9,4.586633388429554,3,1,2,2.1970993894529913,4
1,8,1.601748150665776,3,3,4,1.2140521124581547,0
8,4,1.0240017952478913,1,1,3,2.767155020001439,2
2,8,4.352158933200789,2,3,6,1.7810308106487434,0
7,2,4.22589978705217,1,2,9,2.7272089709095537,2
9,9,2.4705909866912457,3,2,6,0.8689390049370542,0
2,6,2.612994399895821,3,3,8,1.4235091987673147,3
8,9,1.409782490285321,2,1,7,0.616524153541858,0
6,9,3.5327791023548625,2,3,8,1.2526911371397194,1
1,9,1.5373742966934265,2,2,2,1.6618813113507975,3
2,8,2.764596152542579,2,3,7,2.3333588501223264,1
6,1,4.476291957192333,3,1,3,1.170543273343174,2
5,6,3.476637963005849,3,3,3,2.9441441038892284,3
8,2,2.532190423318367,2,3,9,1.032888487934753,0
7,6,4.0843180703345165,1,1,8,0.9066385515523472,3
3,2,2.238488976941922,1,1,3,0.783570259308922,2
2,9,4.434096670099045,1,2,2,1.8872850921201654,3
6,8,4.887708170350935,1,1,4,2.0365068147583196,1
6,6,3.9042800041940136,2,2,2,1.2784276448346517,1
5,8,1.7766947228205483,1,3,7,1.8848178363464638,4
4,7,1.4231920475631008,2,2,4,0.9389510910877653,0
8,5,2.92064773535309,1,2,3,0.5363535056101691,3
2,8,2.248336438026136,3,3,5,2.107825227099158,1
6,3,3.3358163955428624,2,1,6,1.645177372949587,1
3,9,3.5222012512382768,1,3,8,1.1158998430789644,0
9,7,2.4981679177520717,2,2,6,2.0004448268332258,3
7,1,3.43041875713012,1,1,6,0.5358956605360083,4
8,2,4.270805250710613,1,2,5,2.456216084565356,4
5,8,3.8992658076015148,1,3,3,2.2233636494703903,3
4,4,1.2184659877562898,2,2,4,0.9421417126301532,4
8,9,2.059037151515915,2,2,8,2.324763257405295,2
6,8,1.6985243275065067,2,1,8,0.8685876956099507,1
7,6,4.505608717395317,2,2,9,2.3764371143635565,1
2,3,2.9755816790817438,2,2,5,1.937864153442698,2
6,4,4.261931004413167,1,2,5,2.7307261713318205,4
9,7,3.7428379403513063,1,3,5,2.262704145508985,4
7,8,3.9633074270738375,2,3,6,0.6348549036502686,2
2,8,3.883724531268335,1,3,2,2.6991087242757836,2
3,4,2.616908575333422,1,2,4,2.423353591603175,4
7,1,3.8712799863793714,1,2,5,2.591582732593591,3
1,6,2.1302980569778294,1,2,7,1.4030276134459245,3
2,3,4.102155564027477,2,1,7,0.9570274963317961,3
4,9,1.8053596136019947,3,3,5,1.0218967446114178,1
9,1,1.1913675158915042,2,2,2,2.321732882439382,2
2,9,1.7589021731451462,2,3,7,2.846179812700622,1
7,8,2.623362284314531,1,2,7,1.7396545204605613,0
3,2,2.1796361588234507,2,3,2,0.874048695777634,1
4,3,2.9766047801337887,3,1,9,0.744842085808409,2
3,6,4.911192798036197,3,3,3,2.3096774042524504,1
5,9,2.489591445715363,3,3,3,0.6820360322389702,2
5,7,4.596737283144776,2,3,3,2.3023415011740274,2
2,9,1.3124751994987287,3,1,8,2.434901559681191,4
7,4,4.803510008018399,3,2,6,2.7036821435839387,1
9,9,4.270559599914328,2,2,3,1.7892893354322155,3
5,8,1.9343064662060274,3,1,8,2.0111655667681574,4
5,9,2.186413969217634,3,2,9,1.6180360238504792,4
5,3,3.716119586076284,2,2,3,1.1144861987959191,4
7,3,3.042881328349242,1,2,9,2.0388996301707136,0
8,9,3.649290422336988,2,3,1,1.7302571297316514,1
7,5,3.6200321788353698,1,2,6,1.8520187936960657,1
9,5,1.7057215654390459,1,1,8,2.0148703582495706,4
1,7,4.4421436023119085,1,2,5,1.4405882809984907,4
9,3,3.0035369014816458,1,2,9,0.6281474358268975,2
6,1,4.190685701513671,3,2,2,1.6935537026817757,3
9,5,4.132246823406328,2,3,8,2.8797322248625328,2
1,4,3.352366128039787,3,3,7,1.0275540668307432,2
5,5,4.206506561672059,2,2,3,0.8914306267244274,1
5,5,1.465139791651763,2,2,4,1.006485982688335,4
4,6,2.998651145247958,3,3,6,1.0437460599132673,4
2,8,3.0348590287164146,3,3,1,1.022512587708594,4
3,2,4.919274942435621,3,2,2,1.0572657216434695,1
7,9,4.620282633361543,2,3,8,2.0270556067769188,1
9,1,1.532359365714762,1,2,4,1.2239717278372138,2
7,9,2.579068280122042,2,1,1,0.7205941951282406,2
4,9,1.036625253813944,2,3,1,1.9557443305168842,4
3,8,3.9156130941300957,2,3,6,2.9244679708318007,1
4,3,1.7446939593979223,1,3,1,1.2221806550053733,1
2,1,1.6825482649206402,3,1,1,1.0763753034077512,1
7,1,4.095737412520559,1,1,8,2.324652639762723,2
3,8,2.221719247504882,3,3,1,1.499662900562012,0
6,9,1.6430118949054218,3,3,7,0.5555256817628345,1
6,9,4.2180865127013805,3,2,6,0.8828152931531639,2
6,3,3.4225655666272297,3,2,7,1.0556899214770574,1
1,5,1.741554454455423,3,2,4,2.781152141333171,4
2,3,3.1821440633974536,2,2,2,1.2381820296201078,3
6,1,3.1283825103662295,2,3,2,2.1904728467765238,1
5,2,3.1090917777664226,3,1,5,1.0581851630912738,3
3,9,4.854556335187247,3,2,9,2.338118891969985,1
8,7,2.671457746289699,2,2,1,2.0770931095392333,3
7,9,1.6485053931824614,2,1,9,0.7915943718608325,2
2,4,3.172113574270827,2,1,9,2.103198625946929,2
1,3,1.6315735543002972,1,2,5,2.2851713038838692,2
7,1,3.9061394553426814,1,3,5,0.6690461047297959,2
1,4,3.1416764590949144,1,2,9,0.9664772129024719,3
3,2,3.5724175669190887,1,3,3,2.6750133590089162,2
9,9,2.1772499267503402,2,1,2,2.2585236789688707,3
7,5,4.948259054289043,1,3,4,2.9017339154244617,4
1,3,2.928463301052833,3,2,1,2.633029145501398,1
9,2,1.278473037826775,3,2,3,2.8679726306845943,2
1,9,1.7412217984211895,2,3,5,0.9604147308514522,2
4,1,2.3548371541523863,3,2,9,0.7826241857557016,3
5,8,4.411306421635928,1,1,3,2.758161580159039,2
9,4,2.2835464965366614,3,2,3,2.8349464324399882,1
5,8,2.9032755621706214,1,3,9,2.5069956420692026,3
2,4,1.0077970414733404,3,3,2,1.3987718599483596,0
4,7,2.5427769146933117,3,3,5,1.447623561399049,3
5,9,4.282349002774188,1,3,6,2.347953373016465,1
3,8,3.1843478894327544,1,1,7,2.9633582138383265,2
8,1,4.21593491935115,3,2,8,1.9300329552794455,0
8,9,3.5722515157979817,3,3,1,1.8944346356377293,1
8,6,2.8034236903351646,2,1,1,2.269505678927285,1
6,8,1.4074106436635287,1,1,9,2.7633581797254627,0
8,1,4.508089250197097,2,1,3,0.6867538786764833,1
7,8,4.4446813186463014,3,2,5,2.5894479372672077,3
8,3,2.7528172122482966,1,1,3,1.942100914241013,2
6,6,4.848651503786268,3,3,8,2.92181912419391,3
4,2,3.3030800890768734,1,1,8,1.4030921878738585,4
5,4,2.698043775657549,1,2,6,1.0569927551498801,2
8,9,3.6863342862442128,2,2,5,0.6032288175143964,2
9,7,4.872410296736433,3,3,3,2.8942871469367826,2
9,8,2.8307247414585457,3,1,4,2.976704191405073,2
7,5,2.9443851638612815,1,3,4,1.52243265692349,3
8,5,2.753046643293102,1,2,9,2.9466631178721427,4
4,6,3.794826906474911,1,1,3,2.6712338359641143,3
3,7,2.7724905389794596,1,1,1,2.4608239322565115,4
7,3,1.951633655336523,3,1,5,2.8557258945127857,2
6,2,2.720563915046993,1,3,7,0.736015201466728,4
3,3,2.1365560552092453,1,3,4,2.3787651288239635,0
6,2,1.975586206828126,3,2,5,1.8084361508013962,4
8,7,3.1382794276700223,2,1,2,1.0826351226030015,0
8,8,4.121724120489398,1,1,2,2.3005573747912207,3
6,8,1.6839601171158618,1,2,7,1.5529184939937297,0
5,6,3.5191922058410454,2,3,4,0.5173719319173898,2
8,1,1.246380996681697,1,3,5,1.2011466601441283,2
1,1,2.083072828003588,1,3,7,0.5556207755540703,3
4,9,2.7793043489085956,2,1,8,2.358206026861021,0
8,9,1.223885642279638,3,3,1,1.5521940522100859,3
6,9,2.2538809398393513,3,2,6,0.7580382545788001,0
3,5,3.868182272253176,2,2,1,1.8501565432121203,3
6,9,3.961433212038382,2,2,7,1.2033076222133832,0
6,8,3.7662628257834814,2,1,7,1.9141841689168975,3
8,6,1.52937883031858,3,1,2,2.683809238133502,4
3,4,2.155684333033736,1,2,8,2.9193067380554925,1
3,5,2.468664392526335,1,2,5,1.4640689190976128,2
2,2,2.7888346637298365,2,2,1,2.7871138705275813,1
5,6,4.137831347336081,3,1,9,0.6775436135156855,4
6,2,1.9517454389683229,1,2,3,0.7941490413132947,1
2,3,3.2203971947176813,1,2,5,1.405010695781806,2
2,1,1.0945506973183887,2,2,3,1.133060379031204,3
9,2,4.409981411226955,2,1,8,0.5321053638271394,0
8,8,3.0389098966178394,2,1,8,1.9364928110748367,0
1,3,2.6197856328574236,1,1,6,1.478435250164868,4
7,2,4.00864336242804,3,1,7,2.4442962844467813,0
1,7,1.5435329469219665,3,2,3,2.9448963333238476,2
1,2,4.807976448212232,1,2,4,1.066197341931908,0
6,9,4.758075466478506,3,3,7,1.2738613976187456,3
5,1,1.4683711981441911,1,3,8,1.385310255656491,1
6,4,2.6186016308687035,3,3,1,1.7005496747041435,4
6,3,4.322512963614086,1,1,9,2.2743639489119625,2
7,7,2.748827953533074,1,3,8,1.4163950730592485,2
3,9,3.9675372832955063,1,3,7,1.4273299729969038,3
5,7,1.3307972857440284,2,1,2,1.0049097460215222,4
2,4,4.507487521266258,3,1,5,1.0164847545509454,3
2,3,3.702546894783159,2,3,1,1.2085158427968543,3
6,8,1.9920028447858407,3,1,2,2.893315146774372,2
9,8,2.0704212469887207,2,1,1,1.5992453145013599,3
4,8,3.2358694911367434,2,1,2,1.2466824524888116,3
6,6,4.73325736165018,1,3,6,2.8816734109355484,4
9,9,3.1219996783535455,1,3,6,2.3510927826668233,1
6,3,4.139891466316026,2,2,4,1.2496046116895343,4
8,1,1.552119120629702,1,1,5,2.3570125930630077,1
7,2,2.840779666270594,3,3,9,0.9254100914283723,0
6,4,1.621663958988083,1,2,7,0.6747730470057287,2
4,1,2.5916685807150377,1,3,2,1.5546389670377556,3
5,9,3.1378299077071596,2,3,8,1.3103823679569384,0
2,7,2.1723701556224833,3,3,2,2.922196734431656,2
3,5,2.6783765722810804,1,2,8,2.791236696857978,4
3,5,4.073060412496771,1,3,5,1.9449377819117046,4
6,7,2.0316630773400273,2,2,7,0.9003556933500854,0
3,8,4.153767357043746,2,1,2,1.804685096683504,2
2,4,4.438029314149013,2,3,9,2.221603596593486,3
5,2,2.156727315017878,3,3,9,2.026902018739652,4
6,5,4.525704647282655,3,1,9,1.267386747622614,1
1,9,4.0331968513305245,1,3,5,0.7438947334936101,1
8,9,1.7980275590673869,1,2,1,2.0780330589441176,4
1,4,1.908472437720913,3,2,2,2.0238069137899046,3
6,7,2.157891286174403,1,1,4,0.6407684209397619,3
3,1,1.5597533263914434,2,1,8,1.215349770920907,4
9,2,1.5463472044710946,1,2,5,2.792310806656843,4
7,8,1.5910444688360252,3,2,5,1.3044513278853316,2
8,8,3.4129287685234777,2,3,4,2.7269558110832164,4
8,4,4.352969647032287,1,1,8,1.723157459235226,1
5,7,4.528266058558946,1,3,3,2.724795769321209,0
8,9,4.791438963053987,3,1,9,2.3088146887717484,1
3,2,4.552816198401452,1,1,2,1.1009028062823387,1
8,6,1.385449105869073,3,3,1,2.2397866515579983,2
3,9,4.713053471078235,3,1,9,2.4460355247641052,0
2,1,3.8512495070292325,2,2,7,2.364735035632779,0
7,5,2.839308578378249,3,2,7,1.6096403366943484,4
2,4,3.8196353010560578,1,2,6,2.765686804368246,2
2,3,1.787421491783681,2,2,3,2.9484624775939663,3
3,4,4.125888167874773,3,2,4,2.583823173216672,4
9,2,2.9746849270797435,1,2,5,2.6449643721686193,2
4,2,1.3036479949596722,3,1,1,2.0856912166483728,4
9,8,4.329764111267684,3,2,3,1.5659193182266733,0
3,9,1.4709272334734211,1,2,3,0.8798876625486886,2
6,9,1.6959478924506821,1,1,1,1.0997964691554079,4
6,8,1.8341173035629215,3,2,5,1.0211745719880725,2
2,1,1.371574687923156,1,1,8,0.776023654114213,3
4,9,1.1811970815182948,2,1,3,2.020490650032336,0
8,1,2.2530495349207267,3,3,3,2.100283560000664,3
6,5,1.0747487225985006,3,3,3,2.5248893526309786,0
6,5,3.4779633702917487,1,3,8,1.909504682884657,1
7,6,3.2612176202962626,3,1,9,1.8760340828800888,0
1,7,2.8226759784808744,3,1,1,0.6948419117687152,4
7,8,3.00801275413911,2,1,5,0.9340113125782458,0
9,8,3.699953469896577,2,2,7,0.9320045281693025,1
7,4,3.3027830835027747,3,2,7,1.168272323669418,4
7,3,1.3064165870421234,2,3,9,1.2199730834239213,4
1,3,3.796534464756733,1,2,4,2.9119095159950072,3
8,2,1.873363289740507,2,3,4,2.7273802964203213,1
4,3,4.417108023557505,2,1,5,2.693905511212422,1
2,4,4.737318693070496,2,3,5,2.4619489945710056,4
5,2,3.9964827252478536,3,3,4,0.8274979200337008,0
7,4,4.176570254439496,1,2,9,1.7585668692093157,2
7,2,2.959429066317647,3,2,5,1.3889510519571107,1
8,2,2.219553929591881,2,1,2,1.998492524265215,0
1,1,1.8491714767450462,3,1,9,2.9789475539618486,4
3,1,1.9409612532382585,2,2,1,1.7919614160312467,4
6,8,4.833892744768439,2,3,5,0.7536873718441812,2
6,1,1.9429177180385029,2,3,5,2.0002572668446104,3
4,5,1.6712457234815519,2,2,3,1.434033403530473,2
7,7,1.2804212667137396,1,2,1,2.5910573630915654,3
4,7,1.023246464267141,2,3,8,1.7027866450954694,0
