x,y,t,valor_objetivo,c_x,c_y,c_t,a1,b1,c1,a2,c2
0.0,1.0,6.0,23.01584738978768,6.0,8.0,2.50264123163128,2.0,2.0,4.0,2.9542912443372784,3.0
1.0,0.0,3.0,15.882443460340639,7.0,4.0,2.960814486780213,1.0,2.0,2.0,2.341608471986045,2.0
0.0,1.0,11.0,53.95677785077115,6.0,8.0,4.177888895524649,2.0,2.0,9.0,2.1823027018092382,4.0
1.0,0.0,6.0,29.798224597721465,7.0,3.0,3.799704099620244,3.0,1.0,3.0,2.968266152510881,4.0
1.0,0.0,4.0,13.589224873002197,9.0,5.0,1.1473062182505491,3.0,1.0,1.0,0.7673035643777133,0.0
0.0,1.0,7.0,16.25031440438587,5.0,8.0,1.1786163434836952,3.0,1.0,6.0,2.533281406181678,4.0
0.0,1.0,7.0,41.99266669311743,1.0,8.0,4.856095241873918,1.0,2.0,5.0,1.8101961401478104,3.0
0.0,1.0,7.0,26.588589871606676,9.0,9.0,2.5126556959438107,1.0,3.0,4.0,2.714428386549232,1.0
0.0,1.0,8.0,40.940067491714274,6.0,3.0,4.742508436464284,1.0,2.0,6.0,1.6038229461152247,1.0
1.0,0.0,9.0,25.546130191891493,4.0,6.0,2.3940144657657214,3.0,1.0,6.0,1.0215065683683064,3.0
1.0,0.0,3.0,22.457315430116772,9.0,3.0,4.485771810038925,2.0,3.0,1.0,2.081868808200298,4.0
1.0,0.0,4.0,18.450953721399394,5.0,2.0,3.362738430349849,1.0,1.0,3.0,2.2543822703907868,4.0
1.0,0.0,6.0,33.12185096006634,5.0,3.0,4.686975160011056,3.0,1.0,3.0,2.476015198755233,4.0
0.0,1.0,12.0,36.518001319743995,7.0,4.0,2.7098334433119997,1.0,3.0,9.0,0.6074702109303949,0.0
1.0,0.0,7.0,28.0965611025213,4.0,6.0,3.4423658717887573,2.0,1.0,5.0,0.6723676701091905,2.0
1.0,0.0,7.0,27.688897669363048,9.0,2.0,2.669842524194721,3.0,3.0,4.0,2.881440277786974,1.0
1.0,0.0,9.0,21.554202707737844,7.0,5.0,1.6171336341930935,1.0,2.0,8.0,2.7022938239064174,2.0
0.0,1.0,10.0,49.35685835819349,1.0,2.0,4.735685835819349,1.0,1.0,9.0,0.6237445357379818,2.0
1.0,0.0,5.0,15.192982570851806,4.0,1.0,2.238596514170361,2.0,3.0,3.0,1.639954929807753,4.0
0.0,1.0,6.0,22.14240756577638,5.0,8.0,2.357067927629397,1.0,2.0,4.0,1.3771981078717406,0.0
1.0,0.0,5.0,12.68693403486248,6.0,5.0,1.337386806972496,2.0,2.0,3.0,1.746196012511986,3.0
1.0,0.0,7.0,28.663766179361133,3.0,2.0,3.666252311337305,3.0,3.0,4.0,0.8193247523938416,2.0
0.0,1.0,11.0,48.145638216446656,6.0,6.0,3.831421656040605,1.0,2.0,9.0,1.945633342444316,1.0
0.0,1.0,5.0,30.881500439470468,6.0,8.0,4.576300087894094,1.0,1.0,4.0,2.3502056134484,2.0
1.0,0.0,6.0,23.8629771496228,8.0,8.0,2.643829524937133,2.0,1.0,4.0,1.3223245914455148,1.0
1.0,0.0,6.0,32.81847501515544,9.0,8.0,3.96974583585924,2.0,1.0,4.0,0.7223760328664084,0.0
0.0,1.0,5.0,22.23252495880819,5.0,4.0,3.6465049917616383,1.0,3.0,2.0,2.252839401800636,0.0
0.0,1.0,8.0,39.84990517268403,4.0,9.0,3.856238146585504,3.0,3.0,5.0,1.965155625088572,0.0
1.0,0.0,8.0,41.295991705187866,9.0,1.0,4.036998963148483,2.0,3.0,6.0,2.257777675532921,0.0
1.0,0.0,9.0,15.793243971633238,6.0,2.0,1.08813821907036,1.0,2.0,8.0,1.2763244042185058,0.0
1.0,0.0,4.0,13.9294165538232,6.0,4.0,1.9823541384558,1.0,2.0,3.0,0.6004449323128911,2.0
0.0,1.0,6.0,21.159476202459025,6.0,7.0,2.3599127004098377,2.0,3.0,3.0,2.880979369572826,2.0
1.0,0.0,10.0,16.367155698639202,6.0,4.0,1.0367155698639203,2.0,1.0,8.0,0.8030312040845997,1.0
0.0,1.0,8.0,34.069735159666365,1.0,5.0,3.633716894958296,1.0,3.0,5.0,1.1935915234321663,1.0
1.0,0.0,10.0,48.24410823794505,9.0,4.0,3.924410823794505,3.0,1.0,7.0,0.5020303746716405,1.0
0.0,1.0,6.0,16.592845518169604,4.0,6.0,1.7654742530282674,1.0,2.0,4.0,0.5422558332555432,2.0
1.0,0.0,7.0,31.985056907129312,7.0,3.0,3.569293843875616,2.0,3.0,5.0,2.926804077222942,1.0
0.0,1.0,7.0,33.1964754585853,7.0,6.0,3.8852107797979,1.0,3.0,4.0,2.8590164485163188,4.0
1.0,0.0,5.0,19.224562906247634,7.0,2.0,2.4449125812495267,2.0,1.0,3.0,2.0254516744408884,4.0
1.0,0.0,4.0,18.451237235592252,7.0,1.0,2.8628093088980635,3.0,2.0,1.0,1.36482079492063,1.0
0.0,1.0,6.0,30.704985064168092,5.0,5.0,4.284164177361348,1.0,3.0,3.0,2.664006073378108,0.0
1.0,0.0,3.0,13.055921182637132,3.0,1.0,3.351973727545711,2.0,1.0,1.0,1.457479467565294,4.0
1.0,0.0,11.0,25.70969713991238,9.0,6.0,1.519063376355671,3.0,1.0,8.0,2.0134789362643364,1.0
0.0,1.0,11.0,60.86576671363949,8.0,8.0,4.805978792149045,2.0,3.0,8.0,2.047484524520046,3.0
1.0,0.0,5.0,23.73871255943649,4.0,3.0,3.947742511887298,2.0,1.0,3.0,0.5401052323418292,2.0
1.0,0.0,7.0,16.000804719235035,7.0,3.0,1.285829245605005,1.0,2.0,6.0,1.5961729594067102,2.0
0.0,1.0,6.0,31.74453759743099,2.0,8.0,3.957422932905165,2.0,1.0,5.0,2.1714069219574714,3.0
1.0,0.0,5.0,30.805777806610248,8.0,6.0,4.56115556132205,3.0,1.0,2.0,0.6156199746772291,2.0
0.0,1.0,7.0,18.541964006129035,9.0,7.0,1.6488520008755767,1.0,3.0,4.0,1.9172733307164675,4.0
0.0,1.0,4.0,22.719915836077085,8.0,5.0,4.429978959019271,1.0,2.0,2.0,2.3159845162142503,3.0
1.0,0.0,10.0,51.728315573663664,5.0,2.0,4.672831557366367,1.0,1.0,9.0,2.5068740172886725,3.0
0.0,1.0,6.0,29.171116883418694,5.0,9.0,3.361852813903116,3.0,3.0,3.0,1.7453654660281008,1.0
1.0,0.0,7.0,28.3059700466169,8.0,1.0,2.900852863802414,2.0,1.0,5.0,0.6891827554246783,3.0
0.0,1.0,7.0,40.03168943900012,3.0,9.0,4.433098491285731,3.0,2.0,5.0,2.9464194846856686,2.0
1.0,0.0,6.0,35.91553606748799,7.0,3.0,4.819256011247998,1.0,1.0,5.0,0.6186226022482697,2.0
1.0,0.0,4.0,16.002460629875536,9.0,4.0,1.7506151574688835,3.0,2.0,1.0,0.8618502424055812,3.0
0.0,1.0,9.0,30.96124359678016,4.0,9.0,2.440138177420018,3.0,3.0,6.0,2.726358525307032,0.0
1.0,0.0,6.0,17.634282232623693,8.0,4.0,1.605713705437282,1.0,3.0,5.0,2.951733559908935,2.0
1.0,0.0,7.0,37.358554744298445,7.0,2.0,4.3369363920426345,3.0,3.0,4.0,1.106239181126507,4.0
1.0,0.0,12.0,65.67274586090222,8.0,8.0,4.806062155075185,3.0,3.0,9.0,1.2799963170504265,3.0
0.0,1.0,4.0,17.4150945267796,1.0,4.0,3.3537736316949003,3.0,3.0,1.0,2.735005207791801,3.0
0.0,1.0,10.0,34.43749850959975,1.0,5.0,2.9437498509599744,1.0,1.0,9.0,1.6585117220811405,3.0
1.0,0.0,3.0,9.3220060698876,5.0,1.0,1.440668689962533,1.0,3.0,2.0,2.0825415609255145,0.0
0.0,1.0,7.0,37.64042662404705,6.0,7.0,4.377203803435293,2.0,3.0,4.0,1.939050490297067,3.0
0.0,1.0,12.0,58.80697917268927,5.0,7.0,4.317248264390773,3.0,3.0,9.0,2.3256200612177853,2.0
1.0,0.0,6.0,20.822902788939817,9.0,6.0,1.970483798156636,3.0,1.0,3.0,1.0084379394347671,2.0
1.0,0.0,5.0,22.70732784218087,1.0,3.0,4.341465568436174,2.0,1.0,3.0,1.9064603218856295,4.0
1.0,0.0,5.0,19.820809439805657,8.0,2.0,2.364161887961131,2.0,3.0,3.0,0.5987455277163898,0.0
1.0,0.0,5.0,26.99409682815606,3.0,1.0,4.798819365631212,3.0,2.0,2.0,2.528971190473807,4.0
1.0,0.0,11.0,30.13343298108492,5.0,3.0,2.2848575437349927,2.0,1.0,9.0,2.7789443474329603,4.0
0.0,1.0,8.0,33.637187789908666,2.0,7.0,3.3296484737385827,2.0,3.0,5.0,1.6242580269007432,2.0
0.0,1.0,7.0,20.708212314025186,6.0,9.0,1.6726017591464553,3.0,2.0,5.0,1.7642597959012634,4.0
0.0,1.0,7.0,20.96461125212715,5.0,8.0,1.85208732173245,1.0,3.0,4.0,2.77208812626456,3.0
0.0,1.0,10.0,27.74874819791357,5.0,6.0,2.174874819791357,3.0,3.0,7.0,1.4590964831507374,3.0
0.0,1.0,9.0,26.76422472263452,1.0,6.0,2.3071360802927243,3.0,1.0,8.0,2.988488118428536,4.0
1.0,0.0,10.0,50.173408308893386,9.0,1.0,4.117340830889338,2.0,3.0,8.0,1.3198337253168897,2.0
0.0,1.0,5.0,8.59182671395939,1.0,2.0,1.318365342791878,2.0,2.0,3.0,1.8025107905749065,2.0
1.0,0.0,11.0,24.088780321859375,2.0,5.0,2.008070938350852,3.0,1.0,8.0,1.3769759867635882,4.0
0.0,1.0,3.0,14.596052514617789,6.0,6.0,2.8653508382059294,1.0,2.0,1.0,1.8895758846980624,3.0
0.0,1.0,7.0,18.346246741477074,1.0,5.0,1.906606677353868,2.0,3.0,4.0,0.6843910766715046,4.0
1.0,0.0,10.0,51.45256915554373,8.0,2.0,4.345256915554373,3.0,3.0,7.0,1.751015159614077,0.0
1.0,0.0,9.0,40.6653201729213,6.0,6.0,3.8517022414357,2.0,1.0,7.0,2.8236858287632907,0.0
1.0,0.0,4.0,18.74990094879898,9.0,2.0,2.437475237199745,1.0,3.0,3.0,0.9159837278912262,4.0
1.0,0.0,10.0,41.69180694200158,1.0,1.0,4.069180694200158,3.0,2.0,7.0,1.901159850023694,0.0
1.0,0.0,11.0,37.036145673323716,5.0,2.0,2.912376879393065,2.0,1.0,9.0,2.5681333078493456,0.0
0.0,1.0,8.0,19.257289872919678,7.0,8.0,1.4071612341149595,2.0,2.0,6.0,2.922200150281048,4.0
1.0,0.0,10.0,20.99248248907763,4.0,2.0,1.6992482489077632,3.0,3.0,7.0,1.2098738815520087,4.0
0.0,1.0,4.0,12.78781788989404,8.0,4.0,2.19695447247351,1.0,3.0,1.0,2.816573659528611,1.0
0.0,1.0,3.0,12.28787113994084,2.0,4.0,2.762623713313613,1.0,1.0,2.0,2.4709606511543507,0.0
0.0,1.0,4.0,9.315739043787232,3.0,5.0,1.0789347609468083,1.0,2.0,2.0,2.4977483856589395,4.0
1.0,0.0,12.0,59.546824873453886,1.0,4.0,4.878902072787824,3.0,1.0,9.0,1.376846847939555,0.0
0.0,1.0,4.0,22.189443722030624,5.0,9.0,3.297360930507656,1.0,3.0,1.0,2.428091516419464,3.0
0.0,1.0,9.0,48.373291177657244,1.0,8.0,4.485921241961916,2.0,1.0,8.0,1.4255701520093482,4.0
1.0,0.0,5.0,24.993036118997356,5.0,9.0,3.998607223799471,3.0,1.0,2.0,2.626157519993001,3.0
0.0,1.0,4.0,18.592458315747454,6.0,2.0,4.148114578936863,1.0,2.0,2.0,2.452551340484358,0.0
1.0,0.0,9.0,37.68407041152031,5.0,1.0,3.631563379057812,3.0,2.0,6.0,1.2394716814592337,1.0
0.0,1.0,7.0,32.199487548305754,8.0,6.0,3.74278393547225,1.0,2.0,5.0,2.235841784934467,4.0
1.0,0.0,5.0,17.261218802197632,7.0,6.0,2.0522437604395267,1.0,1.0,4.0,1.532952397431872,2.0
1.0,0.0,6.0,29.704063691224217,9.0,4.0,3.450677281870703,2.0,3.0,4.0,1.4020496168150514,2.0
1.0,0.0,10.0,18.35892568213678,8.0,4.0,1.035892568213678,1.0,3.0,9.0,2.417279715901531,1.0
0.0,1.0,5.0,17.158696449526538,5.0,9.0,1.6317392899053074,2.0,1.0,4.0,2.917260826996761,3.0
1.0,0.0,4.0,21.26516181486989,3.0,2.0,4.566290453717473,3.0,3.0,1.0,1.9042812876175248,0.0
1.0,0.0,2.0,11.166443069007567,7.0,4.0,2.0832215345037834,1.0,2.0,1.0,2.9661698300684747,2.0
1.0,0.0,6.0,35.360083459260466,6.0,5.0,4.893347243210078,2.0,2.0,4.0,1.4250906645307866,4.0
1.0,0.0,12.0,38.41402337392142,3.0,1.0,2.9511686144934512,3.0,3.0,9.0,2.383659109505005,0.0
0.0,1.0,7.0,31.45627009602351,1.0,5.0,3.7794671565747873,1.0,3.0,4.0,0.6198651614673765,0.0
1.0,0.0,3.0,22.558238893382203,8.0,3.0,4.852746297794067,2.0,2.0,1.0,1.8337597400757883,0.0
1.0,0.0,5.0,27.88968265750856,3.0,7.0,4.977936531501712,2.0,1.0,3.0,1.4219452057345374,4.0
0.0,1.0,7.0,36.77903770782871,7.0,3.0,4.825576815404101,1.0,2.0,5.0,1.8113653671803227,0.0
1.0,0.0,7.0,40.08674321916805,6.0,4.0,4.869534745595436,2.0,2.0,5.0,1.145221453285104,4.0
0.0,1.0,6.0,25.838816642949062,5.0,5.0,3.4731361071581768,2.0,3.0,3.0,2.7945838836849863,0.0
1.0,0.0,11.0,28.24522156547024,1.0,3.0,2.476838324133658,3.0,2.0,8.0,2.863772828143013,2.0
0.0,1.0,4.0,13.744979937013765,6.0,7.0,1.6862449842534413,2.0,2.0,2.0,0.6591849422774003,0.0
1.0,0.0,4.0,13.889690224232924,7.0,5.0,1.722422556058231,2.0,2.0,2.0,0.6493893172081545,3.0
1.0,0.0,8.0,26.099254987828616,4.0,3.0,2.762406873478577,3.0,2.0,5.0,1.0605483557771918,3.0
1.0,0.0,4.0,16.39806111812792,2.0,7.0,3.5995152795319805,3.0,1.0,1.0,2.543973316761363,2.0
0.0,1.0,6.0,22.09851338560923,7.0,1.0,3.5164188976015383,1.0,3.0,3.0,0.8177495478220388,2.0
1.0,0.0,11.0,40.3495329962647,7.0,4.0,3.0317757269331547,2.0,1.0,9.0,1.2494434601271087,1.0
1.0,0.0,8.0,45.35784278304877,8.0,1.0,4.669730347881096,1.0,1.0,7.0,1.188457549564214,0.0
0.0,1.0,7.0,28.787095879051236,7.0,8.0,2.9695851255787478,1.0,3.0,4.0,0.943449314324834,0.0
1.0,0.0,11.0,61.22859986119172,7.0,5.0,4.929872714653793,3.0,2.0,8.0,2.598462674659209,4.0
1.0,0.0,5.0,10.701779612519111,4.0,2.0,1.3403559225038224,2.0,2.0,3.0,2.3050610807221705,0.0
0.0,1.0,9.0,19.341347326844087,1.0,8.0,1.2601497029826765,3.0,2.0,7.0,0.9790033758066994,2.0
1.0,0.0,4.0,10.081280700457777,2.0,1.0,2.020320175114444,3.0,3.0,1.0,1.512884563748776,2.0
1.0,0.0,8.0,35.15317799931363,7.0,4.0,3.519147249914203,3.0,3.0,5.0,1.561317856553297,2.0
1.0,0.0,7.0,31.9502554255696,9.0,4.0,3.2786079179385146,1.0,2.0,6.0,1.0147402372509815,1.0
1.0,0.0,8.0,12.597173093568932,1.0,3.0,1.4496466366961165,3.0,1.0,5.0,2.2817376336424307,2.0
1.0,0.0,2.0,16.045168153731254,9.0,3.0,3.5225840768656265,1.0,2.0,1.0,1.5018047261146137,2.0
1.0,0.0,6.0,11.606891385094187,2.0,1.0,1.6011485641823646,3.0,1.0,3.0,2.494162219560143,2.0
0.0,1.0,6.0,29.894260598798,3.0,9.0,3.482376766466333,3.0,2.0,4.0,0.5486489631650435,3.0
0.0,1.0,7.0,16.97730289793048,5.0,8.0,1.2824718425614972,3.0,1.0,6.0,2.709762241835925,0.0
0.0,1.0,4.0,16.083036512031697,9.0,2.0,3.520759128007924,1.0,3.0,1.0,1.7327950844118063,4.0
1.0,0.0,4.0,10.188063110347038,3.0,1.0,1.7970157775867597,1.0,1.0,3.0,2.206955094536899,0.0
1.0,0.0,6.0,22.479972514438288,7.0,3.0,2.579995419073048,2.0,1.0,4.0,2.104256169586004,3.0
0.0,1.0,12.0,57.066578399277184,4.0,6.0,4.255548199939765,3.0,3.0,9.0,0.7759663696243155,4.0
1.0,0.0,11.0,52.27022570812163,9.0,3.0,3.933656882556512,2.0,3.0,9.0,1.6384396874197904,2.0
1.0,0.0,11.0,47.64977523503818,8.0,4.0,3.604525021367107,3.0,3.0,8.0,1.445420363333635,0.0
1.0,0.0,11.0,48.783790692293735,3.0,4.0,4.162162790208521,3.0,1.0,8.0,1.733820151629916,4.0
0.0,1.0,9.0,34.06823805147047,9.0,8.0,2.89647089460783,1.0,3.0,6.0,2.471889988954569,1.0
0.0,1.0,7.0,38.04573943307956,4.0,5.0,4.720819919011365,2.0,3.0,4.0,2.352472095365157,1.0
0.0,1.0,9.0,33.364811456229404,6.0,8.0,2.81831238402549,1.0,2.0,7.0,1.091546797880658,1.0
1.0,0.0,8.0,26.342472014127075,9.0,5.0,2.1678090017658844,2.0,1.0,6.0,2.331979985742338,0.0
0.0,1.0,3.0,17.837824833815844,1.0,4.0,4.612608277938614,1.0,1.0,2.0,2.0548311594656994,2.0
0.0,1.0,7.0,17.355366401564943,5.0,8.0,1.3364809145092775,3.0,3.0,4.0,1.1725471719189131,3.0
1.0,0.0,7.0,35.20994393599924,4.0,8.0,4.458563419428463,3.0,2.0,4.0,0.7109973242552756,3.0
1.0,0.0,5.0,20.815014760117403,8.0,3.0,2.5630029520234805,2.0,2.0,3.0,1.6364783137136394,1.0
1.0,0.0,6.0,15.436283523044363,9.0,5.0,1.0727139205073937,1.0,3.0,5.0,0.5349589771682013,2.0
1.0,0.0,12.0,37.023287841154854,8.0,1.0,2.4186073200962377,3.0,2.0,9.0,2.767702953305663,4.0
0.0,1.0,5.0,25.66471218258955,3.0,6.0,3.93294243651791,1.0,3.0,2.0,1.0556848290860774,3.0
1.0,0.0,8.0,31.617235529048457,3.0,1.0,3.577154441131057,3.0,3.0,5.0,1.5516092286392575,0.0
1.0,0.0,10.0,15.42423024161098,4.0,2.0,1.142423024161098,2.0,3.0,8.0,1.4409647406045305,0.0
0.0,1.0,9.0,43.7386415491509,5.0,3.0,4.526515727683433,2.0,3.0,6.0,2.744406080729007,4.0
0.0,1.0,3.0,12.794658118802023,3.0,7.0,1.931552706267341,2.0,1.0,2.0,2.214998795111572,0.0
1.0,0.0,8.0,16.265045173186657,3.0,3.0,1.6581306466483323,2.0,2.0,6.0,0.7938196046455146,2.0
0.0,1.0,5.0,11.171730197782392,3.0,6.0,1.0343460395564783,1.0,3.0,2.0,0.6226786465867646,3.0
1.0,0.0,4.0,13.851861517793646,9.0,7.0,1.2129653794484114,2.0,3.0,2.0,1.8340565972146343,3.0
1.0,0.0,10.0,41.80671763658951,5.0,9.0,3.680671763658951,3.0,1.0,7.0,1.9893864892964648,4.0
1.0,0.0,5.0,21.233085999034785,7.0,1.0,2.8466171998069574,2.0,1.0,3.0,2.2992481609377373,3.0
1.0,0.0,2.0,10.841725044575973,6.0,1.0,2.420862522287987,1.0,2.0,1.0,0.599978090502505,0.0
0.0,1.0,4.0,17.18628612786692,7.0,9.0,2.04657153196673,2.0,2.0,2.0,0.7839655985310574,1.0
1.0,0.0,11.0,63.20044074710823,9.0,6.0,4.927312795191657,3.0,1.0,8.0,1.1721327097173884,4.0
1.0,0.0,6.0,21.580924056922342,6.0,5.0,2.596820676153724,2.0,1.0,4.0,2.84955322751544,3.0
0.0,1.0,7.0,25.92261323917887,2.0,3.0,3.2746590341684096,1.0,3.0,4.0,1.1721816962831928,2.0
1.0,0.0,6.0,10.741351800640626,1.0,4.0,1.6235586334401044,3.0,1.0,3.0,1.4365306634434214,4.0
1.0,0.0,4.0,22.75500958016359,7.0,6.0,3.938752395040898,3.0,3.0,1.0,2.297658628156092,0.0
0.0,1.0,12.0,63.589058628813866,3.0,4.0,4.965754885734489,3.0,3.0,9.0,2.7018427321136995,3.0
1.0,0.0,6.0,26.305038485334812,9.0,9.0,2.8841730808891355,2.0,1.0,4.0,1.3604669837963088,4.0
0.0,1.0,3.0,10.853425787531904,3.0,6.0,1.6178085958439683,3.0,2.0,1.0,1.7059054047992734,1.0
1.0,0.0,11.0,38.40035382026249,1.0,4.0,3.4000321654784083,3.0,1.0,8.0,2.637208894667707,0.0
1.0,0.0,9.0,19.371385345569447,8.0,6.0,1.2634872606188274,3.0,1.0,6.0,1.9895951048598983,0.0
0.0,1.0,3.0,11.960080421454597,2.0,7.0,1.6533601404848657,2.0,1.0,2.0,1.3450869505505132,0.0
0.0,1.0,12.0,55.02582429235166,6.0,9.0,3.8354853576959713,2.0,3.0,9.0,1.0539734962043197,3.0
1.0,0.0,8.0,31.82353106171836,6.0,5.0,3.227941382714795,1.0,1.0,7.0,2.177250655947447,4.0
1.0,0.0,6.0,21.51628021384082,8.0,5.0,2.25271336897347,1.0,2.0,5.0,2.9815429935341142,3.0
1.0,0.0,8.0,32.995296636020456,8.0,7.0,3.1244120795025565,3.0,3.0,5.0,1.0663786806773112,3.0
0.0,1.0,6.0,23.53665244789268,7.0,1.0,3.756108741315447,1.0,3.0,3.0,2.1943227747738288,0.0
0.0,1.0,12.0,46.507113037947434,6.0,4.0,3.542259419828953,1.0,3.0,9.0,1.0574997914742286,2.0
0.0,1.0,6.0,23.770727894801027,3.0,5.0,3.128454649133505,1.0,2.0,4.0,2.123372244822687,2.0
0.0,1.0,5.0,9.080860852101422,1.0,3.0,1.2161721704202844,3.0,2.0,3.0,1.490298874374891,3.0
0.0,1.0,4.0,18.76270068636313,6.0,9.0,2.440675171590782,2.0,1.0,3.0,0.6050302743276841,0.0
1.0,0.0,11.0,59.44238871503672,8.0,7.0,4.676580792276066,3.0,2.0,8.0,2.2446311639810554,2.0
1.0,0.0,9.0,18.079453411349277,5.0,5.0,1.4532726012610309,2.0,2.0,7.0,0.8402626285935004,0.0
0.0,1.0,5.0,23.719562559542396,1.0,9.0,2.9439125119084792,3.0,2.0,3.0,2.5113066107973845,1.0
1.0,0.0,9.0,36.195295289560434,6.0,5.0,3.355032809951159,1.0,1.0,8.0,2.227848701697764,4.0
0.0,1.0,6.0,16.470224638911404,3.0,7.0,1.5783707731519008,1.0,2.0,4.0,2.8818867989743744,0.0
1.0,0.0,11.0,54.70942323209498,5.0,2.0,4.519038475644998,2.0,2.0,9.0,1.3488387846801486,2.0
1.0,0.0,8.0,41.435059939829415,8.0,5.0,4.179382492478677,3.0,2.0,5.0,0.5659997310439597,4.0
1.0,0.0,12.0,35.676980849239825,2.0,4.0,2.8064150707699858,3.0,2.0,9.0,1.903055546547616,4.0
1.0,0.0,10.0,36.36975873879928,5.0,5.0,3.136975873879928,3.0,2.0,7.0,1.845284435479888,0.0
1.0,0.0,11.0,34.23151959052595,6.0,3.0,2.566501780956904,3.0,2.0,8.0,2.955446826958051,4.0
0.0,1.0,6.0,27.433638585106593,1.0,5.0,3.738939764184432,2.0,2.0,4.0,1.0211429143899975,3.0
1.0,0.0,10.0,32.07936532081959,5.0,5.0,2.7079365320819595,3.0,3.0,7.0,2.7102169375906886,4.0
1.0,0.0,7.0,23.797422903450293,7.0,5.0,2.399631843350042,3.0,2.0,4.0,1.1374528148217675,1.0
0.0,1.0,9.0,41.15010426138923,2.0,7.0,3.794456029043248,1.0,1.0,8.0,2.675139435419584,3.0
0.0,1.0,12.0,62.40867738435843,4.0,4.0,4.867389782029869,2.0,3.0,9.0,1.9340059687575224,0.0
0.0,1.0,6.0,24.741195538409194,4.0,8.0,2.7901992564015323,3.0,3.0,3.0,2.0031530395272865,4.0
0.0,1.0,10.0,28.018656299835943,1.0,7.0,2.1018656299835943,1.0,3.0,7.0,0.7728862756867051,0.0
0.0,1.0,10.0,24.50883228523984,4.0,6.0,1.850883228523984,3.0,2.0,8.0,2.808408120902695,3.0
1.0,0.0,3.0,5.865795217124517,2.0,8.0,1.2885984057081723,2.0,1.0,1.0,2.8742340810975,3.0
1.0,0.0,4.0,15.773352126124161,9.0,4.0,1.6933380315310402,2.0,2.0,2.0,1.3361065449457905,0.0
1.0,0.0,3.0,12.033134477884309,7.0,1.0,1.6777114926281027,1.0,2.0,2.0,1.1732981561496711,1.0
1.0,0.0,8.0,42.08789483297855,3.0,6.0,4.885986854122319,2.0,1.0,6.0,0.7010785126971495,3.0
0.0,1.0,12.0,47.97339026849251,2.0,4.0,3.664449189041042,3.0,3.0,9.0,1.5526451132366164,0.0
1.0,0.0,10.0,22.967515786616698,5.0,4.0,1.7967515786616697,2.0,2.0,8.0,1.883007765987673,4.0
1.0,0.0,5.0,17.2800123593586,7.0,4.0,2.05600247187172,2.0,2.0,3.0,2.80824418317498,4.0
0.0,1.0,9.0,40.68114791351816,2.0,2.0,4.29790532372424,1.0,3.0,6.0,1.8906992287344389,4.0
1.0,0.0,5.0,20.14512067893377,5.0,6.0,3.0290241357867536,3.0,2.0,2.0,1.0699001258877898,3.0
1.0,0.0,12.0,23.798542756159762,9.0,7.0,1.233211896346647,3.0,2.0,9.0,0.6807883511490291,2.0
0.0,1.0,9.0,43.87341130407378,6.0,2.0,4.6526012560081975,1.0,3.0,6.0,1.4624643197734266,1.0
0.0,1.0,4.0,11.530302003722909,1.0,5.0,1.6325755009307272,3.0,1.0,3.0,2.848544386382485,4.0
0.0,1.0,6.0,27.17306659586296,3.0,7.0,3.36217776597716,2.0,2.0,4.0,2.008656407956212,2.0
1.0,0.0,2.0,10.598927886497592,5.0,5.0,2.7994639432487958,1.0,1.0,1.0,1.69040879313191,3.0
1.0,0.0,4.0,13.476924593483394,8.0,7.0,1.3692311483708486,3.0,3.0,1.0,1.9865092164067888,1.0
0.0,1.0,4.0,14.7262575236493,1.0,3.0,2.931564380912325,2.0,2.0,2.0,1.203973532173105,2.0
0.0,1.0,4.0,25.419793417334,8.0,9.0,4.1049483543335,1.0,1.0,3.0,2.4133653800974675,2.0
1.0,0.0,5.0,24.93886965381746,8.0,3.0,3.3877739307634918,3.0,1.0,2.0,0.6883818773764214,0.0
1.0,0.0,8.0,42.840064150663885,4.0,3.0,4.855008018832986,3.0,3.0,5.0,2.121525204379223,1.0
0.0,1.0,9.0,36.36568606968112,2.0,5.0,3.485076229964569,3.0,3.0,6.0,2.1477889809838286,0.0
0.0,1.0,8.0,20.435015313116118,3.0,7.0,1.6793769141395147,1.0,3.0,5.0,1.2224967340387158,1.0
0.0,1.0,8.0,37.574558829038125,3.0,4.0,4.196819853629766,1.0,1.0,7.0,2.170414212963376,4.0
1.0,0.0,11.0,25.925619049302533,6.0,4.0,1.8114199135729576,3.0,1.0,8.0,0.5918325132330172,0.0
0.0,1.0,7.0,22.555631269679736,3.0,4.0,2.6508044670971054,1.0,2.0,5.0,2.8331469758000454,3.0
1.0,0.0,11.0,22.929150869349378,9.0,5.0,1.2662864426681255,2.0,1.0,9.0,1.633302486290246,2.0
0.0,1.0,8.0,29.81578415867109,7.0,7.0,2.851973019833886,1.0,3.0,5.0,2.641010541509267,1.0
0.0,1.0,10.0,32.460555923490226,4.0,7.0,2.5460555923490227,1.0,3.0,7.0,1.723078530290729,2.0
1.0,0.0,10.0,46.35398348970539,1.0,1.0,4.535398348970539,3.0,1.0,7.0,2.273535133020388,3.0
0.0,1.0,10.0,28.53551014290557,1.0,8.0,2.053551014290557,3.0,2.0,8.0,2.9696639846708304,2.0
0.0,1.0,10.0,34.06254542038419,1.0,7.0,2.706254542038419,2.0,3.0,7.0,2.4788466744717037,1.0
